age,workclass,education,occupation,sex,hours.per.week,capital.investment-loss,income
27,Private,Bachelors,Sales,Male,45,1869.366188,<=50K
22,Private,Bachelors,Handlers-cleaners,Female,15,1869.366188,<=50K
26,Private,HS-grad,Sales,Male,36,1869.366188,<=50K
64,Private,HS-grad,Sales,Female,21,1869.366188,<=50K
48,Private,Some-college,Adm-clerical,Female,45,1869.366188,<=50K
35,Self-emp-not-inc,Bachelors,Prof-specialty,Male,40,1869.366188,<=50K
65,Self-emp-not-inc,Some-college,Exec-managerial,Female,45,1869.366188,<=50K
18,Private,5th-6th,Other-service,Male,54,1869.366188,<=50K
34,Self-emp-not-inc,Prof-school,Prof-specialty,Male,55,1869.366188,>50K
31,Private,Bachelors,Prof-specialty,Female,35,1869.366188,<=50K
81,Private,1st-4th,Prof-specialty,Male,15,1869.366188,<=50K
47,Private,HS-grad,Other-service,Female,35,1869.366188,<=50K
37,Private,Some-college,Other-service,Male,30,1869.366188,<=50K
44,Private,HS-grad,Machine-op-inspct,Male,45,1869.366188,>50K
37,Private,Assoc-acdm,Craft-repair,Male,45,1869.366188,<=50K
41,Private,Some-college,Adm-clerical,Male,50,1869.366188,>50K
55,Private,Some-college,Prof-specialty,Male,40,1869.366188,>50K
60,Private,Bachelors,Sales,Male,40,1869.366188,>50K
22,Private,Assoc-acdm,Handlers-cleaners,Male,36,1869.366188,<=50K
23,Private,Bachelors,Sales,Male,25,1869.366188,<=50K
19,Private,HS-grad,Machine-op-inspct,Female,60,1869.366188,<=50K
45,Private,Some-college,Machine-op-inspct,Male,44,1869.366188,>50K
36,Private,HS-grad,Other-service,Female,30,1869.366188,<=50K
39,Self-emp-not-inc,HS-grad,Other-service,Male,50,1869.366188,<=50K
29,Private,Bachelors,Transport-moving,Male,20,1869.366188,<=50K
37,Private,Assoc-acdm,Prof-specialty,Male,25,1869.366188,<=50K
35,Private,Some-college,Sales,Female,30,1869.366188,<=50K
33,Private,Some-college,Adm-clerical,Female,38,1869.366188,<=50K
33,Private,Assoc-acdm,Sales,Male,60,1869.366188,<=50K
41,Private,Some-college,Sales,Male,35,1869.366188,>50K
64,Private,1st-4th,Priv-house-serv,Female,12,1869.366188,<=50K
49,Federal-gov,HS-grad,Adm-clerical,Female,40,1869.366188,<=50K
47,Self-emp-not-inc,Some-college,Farming-fishing,Male,86,1869.366188,<=50K
36,Private,Assoc-acdm,Adm-clerical,Male,40,1869.366188,>50K
23,Local-gov,Bachelors,Prof-specialty,Female,40,1869.366188,<=50K
47,Self-emp-not-inc,Some-college,Exec-managerial,Male,80,1869.366188,<=50K
47,Self-emp-not-inc,Bachelors,Sales,Male,40,1869.366188,<=50K
20,Private,12th,Sales,Female,55,1869.366188,<=50K
33,Private,HS-grad,Machine-op-inspct,Female,46,1869.366188,>50K
36,Self-emp-not-inc,HS-grad,Farming-fishing,Male,50,1869.366188,>50K
34,Local-gov,Some-college,Protective-serv,Male,40,1869.366188,>50K
56,Private,HS-grad,Transport-moving,Male,50,1869.366188,<=50K
32,Private,Assoc-voc,Exec-managerial,Female,23,1869.366188,<=50K
71,Private,HS-grad,Protective-serv,Male,40,1869.366188,>50K
51,Private,Some-college,Exec-managerial,Female,20,1869.366188,>50K
38,Private,Some-college,Prof-specialty,Female,40,1869.366188,<=50K
38,Private,10th,Machine-op-inspct,Male,40,1869.366188,>50K
35,Self-emp-not-inc,Bachelors,Exec-managerial,Male,25,1869.366188,<=50K
21,Private,HS-grad,Handlers-cleaners,Male,35,1869.366188,<=50K
49,Private,HS-grad,Transport-moving,Male,40,1869.366188,<=50K
52,Private,Bachelors,Exec-managerial,Female,42,1869.366188,<=50K
27,Private,Bachelors,Prof-specialty,Female,60,1869.366188,<=50K
19,Federal-gov,Some-college,Handlers-cleaners,Male,20,1869.366188,<=50K
34,Private,Masters,Prof-specialty,Female,40,1869.366188,<=50K
37,Local-gov,Masters,Exec-managerial,Female,40,1869.366188,<=50K
33,Self-emp-not-inc,Bachelors,Sales,Female,40,1869.366188,<=50K
32,Self-emp-inc,Bachelors,Sales,Male,45,1869.366188,<=50K
54,Self-emp-inc,Bachelors,Sales,Male,70,1869.366188,>50K
32,Self-emp-not-inc,HS-grad,Craft-repair,Male,44,1869.366188,<=50K
29,Local-gov,HS-grad,Transport-moving,Male,40,1869.366188,<=50K
26,Local-gov,Some-college,Prof-specialty,Male,40,1869.366188,<=50K
39,Self-emp-not-inc,Some-college,Farming-fishing,Male,60,1869.366188,<=50K
54,Private,Some-college,Farming-fishing,Male,40,1869.366188,<=50K
57,Private,10th,Machine-op-inspct,Male,40,1869.366188,<=50K
23,Federal-gov,Bachelors,Prof-specialty,Male,40,1869.366188,<=50K
27,Self-emp-not-inc,Some-college,Exec-managerial,Male,45,1869.366188,>50K
31,Private,10th,Craft-repair,Male,40,1869.366188,<=50K
49,Local-gov,Masters,Prof-specialty,Female,60,1869.366188,<=50K
46,Local-gov,HS-grad,Adm-clerical,Female,30,1869.366188,<=50K
37,Private,HS-grad,Sales,Male,60,1869.366188,<=50K
27,Private,Bachelors,Adm-clerical,Female,35,1869.366188,<=50K
24,Private,Some-college,Exec-managerial,Male,25,1869.366188,<=50K
24,Self-emp-inc,HS-grad,Craft-repair,Male,40,1869.366188,<=50K
29,Private,HS-grad,Sales,Female,34,1869.366188,<=50K
26,Private,Assoc-acdm,Prof-specialty,Female,45,1869.366188,<=50K
36,Private,HS-grad,Transport-moving,Male,50,1869.366188,<=50K
25,Private,Masters,Exec-managerial,Male,40,1869.366188,<=50K
46,Private,Bachelors,Machine-op-inspct,Male,40,1869.366188,>50K
18,Private,11th,Exec-managerial,Female,20,1869.366188,<=50K
46,Private,Assoc-voc,Tech-support,Male,40,1869.366188,<=50K
61,Private,Bachelors,Sales,Male,50,1869.366188,>50K
50,Private,Some-college,Machine-op-inspct,Female,40,1869.366188,<=50K
36,Local-gov,Bachelors,Protective-serv,Male,60,1869.366188,<=50K
75,Self-emp-not-inc,HS-grad,Sales,Male,35,1869.366188,<=50K
26,Private,Assoc-voc,Adm-clerical,Female,40,1869.366188,>50K
49,Private,12th,Transport-moving,Male,35,1869.366188,<=50K
34,Private,HS-grad,Machine-op-inspct,Male,48,1869.366188,<=50K
31,Self-emp-not-inc,HS-grad,Prof-specialty,Male,40,1869.366188,<=50K
18,Private,HS-grad,Craft-repair,Female,20,1869.366188,<=50K
29,Private,Bachelors,Sales,Male,40,1869.366188,<=50K
38,Local-gov,Some-college,Protective-serv,Male,75,1869.366188,<=50K
22,Private,Some-college,Sales,Female,20,1869.366188,<=50K
20,Private,Some-college,Adm-clerical,Male,48,1869.366188,<=50K
41,Private,Prof-school,Sales,Male,50,1869.366188,<=50K
46,Private,HS-grad,Transport-moving,Male,46,1869.366188,>50K
36,Local-gov,9th,Craft-repair,Male,25,1869.366188,<=50K
40,State-gov,Doctorate,Prof-specialty,Male,50,1869.366188,>50K
26,Private,7th-8th,Handlers-cleaners,Male,40,1869.366188,<=50K
66,Self-emp-inc,HS-grad,Adm-clerical,Female,40,1869.366188,>50K
48,Private,7th-8th,Craft-repair,Male,32,1869.366188,<=50K
55,Self-emp-not-inc,HS-grad,Sales,Male,40,1869.366188,<=50K
45,Private,Some-college,Transport-moving,Male,50,1869.366188,<=50K
29,Private,Bachelors,Handlers-cleaners,Male,40,1869.366188,<=50K
65,Private,HS-grad,Sales,Female,20,1869.366188,<=50K
30,Private,Assoc-acdm,Other-service,Male,40,1869.366188,<=50K
61,Private,7th-8th,Machine-op-inspct,Male,40,1869.366188,<=50K
22,Private,Some-college,Other-service,Female,50,1869.366188,<=50K
23,Private,11th,Other-service,Female,40,1869.366188,<=50K
51,Private,HS-grad,Prof-specialty,Female,35,1869.366188,<=50K
31,Private,Assoc-acdm,Prof-specialty,Male,40,1869.366188,<=50K
34,Private,Assoc-acdm,Adm-clerical,Female,35,1869.366188,<=50K
44,Private,11th,Sales,Male,40,1869.366188,>50K
21,State-gov,Some-college,Other-service,Male,20,1869.366188,<=50K
75,Local-gov,HS-grad,Adm-clerical,Female,20,1869.366188,<=50K
55,Federal-gov,Masters,Exec-managerial,Male,60,1869.366188,>50K
43,Self-emp-not-inc,HS-grad,Other-service,Female,16,1869.366188,<=50K
26,Local-gov,Masters,Prof-specialty,Male,50,1869.366188,<=50K
23,Private,Assoc-voc,Craft-repair,Female,40,1869.366188,<=50K
21,Private,HS-grad,Adm-clerical,Male,50,1869.366188,<=50K
28,Private,Bachelors,Exec-managerial,Male,40,1869.366188,<=50K
35,Federal-gov,Some-college,Other-service,Female,40,1869.366188,<=50K
65,Private,Bachelors,Transport-moving,Male,20,1869.366188,<=50K
58,Private,Bachelors,Sales,Male,50,1869.366188,<=50K
30,Private,Assoc-voc,Prof-specialty,Male,40,1869.366188,>50K
28,Private,Bachelors,Handlers-cleaners,Male,40,1869.366188,<=50K
51,State-gov,Some-college,Prof-specialty,Female,40,1869.366188,<=50K
28,Self-emp-not-inc,Assoc-voc,Farming-fishing,Male,60,1869.366188,<=50K
62,Local-gov,HS-grad,Other-service,Female,18,1869.366188,<=50K
38,Private,Bachelors,Prof-specialty,Male,40,1869.366188,>50K
45,Local-gov,HS-grad,Transport-moving,Male,40,1869.366188,>50K
37,Private,Assoc-acdm,Craft-repair,Male,55,1869.366188,<=50K
20,Federal-gov,Some-college,Tech-support,Female,24,1869.366188,<=50K
27,Private,Prof-school,Prof-specialty,Female,50,1869.366188,>50K
31,Local-gov,Bachelors,Prof-specialty,Female,40,1869.366188,<=50K
52,Private,Assoc-voc,Other-service,Female,40,1869.366188,<=50K
44,Private,Masters,Prof-specialty,Female,45,1869.366188,<=50K
17,Self-emp-not-inc,10th,Farming-fishing,Male,35,1869.366188,<=50K
33,Federal-gov,HS-grad,Adm-clerical,Male,40,1869.366188,<=50K
28,Private,10th,Machine-op-inspct,Female,40,1869.366188,<=50K
39,Self-emp-not-inc,Bachelors,Sales,Male,60,1869.366188,<=50K
59,Private,7th-8th,Other-service,Male,32,1869.366188,<=50K
74,Private,1st-4th,Priv-house-serv,Female,15,1869.366188,<=50K
54,Private,Some-college,Protective-serv,Male,40,1869.366188,>50K
31,Private,Assoc-acdm,Machine-op-inspct,Male,55,1869.366188,<=50K
57,Self-emp-not-inc,Prof-school,Prof-specialty,Male,36,1869.366188,<=50K
49,Private,HS-grad,Craft-repair,Female,40,1869.366188,<=50K
38,Private,HS-grad,Adm-clerical,Male,40,1869.366188,<=50K
39,Private,HS-grad,Machine-op-inspct,Male,42,1869.366188,>50K
57,Private,Bachelors,Sales,Female,40,1869.366188,<=50K
38,Private,Prof-school,Prof-specialty,Male,99,1869.366188,>50K
25,Private,Bachelors,Other-service,Female,38,1869.366188,<=50K
40,Private,Bachelors,Prof-specialty,Female,45,1869.366188,<=50K
34,Private,Bachelors,Exec-managerial,Male,48,1869.366188,>50K
35,Self-emp-not-inc,HS-grad,Farming-fishing,Male,50,1869.366188,<=50K
53,Private,Some-college,Adm-clerical,Female,34,1869.366188,<=50K
43,Private,Bachelors,Craft-repair,Male,40,1869.366188,<=50K
22,Private,Assoc-voc,Prof-specialty,Female,35,1869.366188,<=50K
64,Self-emp-not-inc,HS-grad,Sales,Male,35,1869.366188,<=50K
34,Private,HS-grad,Handlers-cleaners,Male,70,1869.366188,<=50K
32,Private,Some-college,Transport-moving,Male,60,1869.366188,<=50K
55,Private,Bachelors,Tech-support,Male,55,1869.366188,>50K
29,State-gov,Some-college,Adm-clerical,Male,20,1869.366188,<=50K
38,Self-emp-not-inc,HS-grad,Exec-managerial,Male,99,1869.366188,<=50K
55,Private,Some-college,Other-service,Female,35,1869.366188,<=50K
34,Self-emp-inc,Bachelors,Prof-specialty,Male,60,1869.366188,<=50K
25,State-gov,HS-grad,Adm-clerical,Female,40,1869.366188,<=50K
58,State-gov,9th,Farming-fishing,Male,40,1869.366188,<=50K
34,Local-gov,Assoc-voc,Craft-repair,Female,40,1869.366188,<=50K
29,Self-emp-not-inc,Some-college,Exec-managerial,Male,45,1869.366188,<=50K
49,State-gov,Doctorate,Prof-specialty,Male,50,1869.366188,>50K
38,Private,Bachelors,Adm-clerical,Female,35,1869.366188,<=50K
42,Private,Some-college,Exec-managerial,Female,40,1869.366188,>50K
29,Self-emp-not-inc,Assoc-acdm,Other-service,Male,60,1869.366188,<=50K
48,Private,HS-grad,Adm-clerical,Female,45,1869.366188,<=50K
40,Private,Bachelors,Farming-fishing,Male,40,1869.366188,<=50K
36,Private,Some-college,Craft-repair,Male,40,1869.366188,>50K
57,Self-emp-not-inc,1st-4th,Sales,Male,35,1869.366188,<=50K
24,Private,9th,Other-service,Male,40,1869.366188,<=50K
32,Private,9th,Other-service,Female,23,1869.366188,<=50K
18,Self-emp-not-inc,HS-grad,Sales,Male,48,1869.366188,<=50K
39,Private,HS-grad,Transport-moving,Male,56,1869.366188,<=50K
39,Private,11th,Transport-moving,Male,40,1869.366188,<=50K
18,Private,11th,Other-service,Female,12,1869.366188,<=50K
54,Private,10th,Transport-moving,Male,40,1869.366188,<=50K
40,Self-emp-not-inc,HS-grad,Transport-moving,Male,75,1869.366188,>50K
27,Private,Some-college,Adm-clerical,Male,30,1869.366188,<=50K
43,Federal-gov,Bachelors,Tech-support,Male,50,1869.366188,<=50K
37,Self-emp-inc,Assoc-acdm,Sales,Male,50,1869.366188,>50K
33,Private,Assoc-voc,Other-service,Male,40,1869.366188,<=50K
71,Private,HS-grad,Sales,Male,36,1869.366188,<=50K
23,Local-gov,Bachelors,Prof-specialty,Female,45,1869.366188,<=50K
41,Private,Prof-school,Prof-specialty,Male,80,1869.366188,>50K
47,Private,HS-grad,Sales,Female,20,1869.366188,<=50K
30,Private,Bachelors,Sales,Male,65,1869.366188,<=50K
44,Private,Some-college,Sales,Female,48,1869.366188,<=50K
31,State-gov,HS-grad,Farming-fishing,Male,40,1869.366188,<=50K
68,Private,HS-grad,Protective-serv,Male,24,1869.366188,<=50K
78,Self-emp-inc,11th,Exec-managerial,Male,10,1869.366188,<=50K
31,Self-emp-inc,Assoc-voc,Farming-fishing,Male,55,1869.366188,<=50K
39,Private,HS-grad,Adm-clerical,Male,40,1869.366188,<=50K
46,Local-gov,Masters,Prof-specialty,Female,50,1869.366188,<=50K
30,Private,Some-college,Adm-clerical,Male,50,1869.366188,>50K
34,Private,Some-college,Sales,Male,35,1869.366188,<=50K
30,Federal-gov,HS-grad,Adm-clerical,Male,35,1869.366188,<=50K
47,Private,Bachelors,Sales,Male,40,1869.366188,>50K
40,Private,Some-college,Adm-clerical,Female,17,1869.366188,>50K
44,Self-emp-not-inc,HS-grad,Sales,Male,70,1869.366188,<=50K
40,Private,HS-grad,Craft-repair,Female,40,1869.366188,<=50K
20,Private,Some-college,Transport-moving,Male,40,1869.366188,<=50K
38,Private,Some-college,Handlers-cleaners,Male,40,1869.366188,<=50K
30,Local-gov,HS-grad,Other-service,Female,26,1869.366188,<=50K
20,Private,Some-college,Exec-managerial,Male,40,1869.366188,<=50K
34,Private,9th,Farming-fishing,Male,40,1869.366188,<=50K
42,Local-gov,HS-grad,Transport-moving,Female,40,1869.366188,<=50K
62,Private,HS-grad,Adm-clerical,Female,38,1869.366188,<=50K
21,Private,Some-college,Machine-op-inspct,Female,70,1869.366188,<=50K
58,Local-gov,1st-4th,Handlers-cleaners,Male,40,1869.366188,<=50K
22,State-gov,Bachelors,Tech-support,Female,40,1869.366188,<=50K
64,State-gov,9th,Adm-clerical,Female,38,1869.366188,<=50K
42,Private,HS-grad,Transport-moving,Male,50,1869.366188,>50K
25,Private,HS-grad,Other-service,Female,6,1869.366188,<=50K
45,Federal-gov,HS-grad,Adm-clerical,Male,40,1869.366188,>50K
55,Self-emp-not-inc,Assoc-acdm,Exec-managerial,Male,55,1869.366188,>50K
70,Self-emp-not-inc,Some-college,Exec-managerial,Male,35,1869.366188,<=50K
57,Private,Bachelors,Transport-moving,Male,40,1869.366188,<=50K
37,Self-emp-not-inc,HS-grad,Exec-managerial,Male,40,1869.366188,<=50K
52,Private,1st-4th,Exec-managerial,Male,50,1869.366188,>50K
32,Private,HS-grad,Craft-repair,Male,48,1869.366188,<=50K
42,Private,Assoc-voc,Craft-repair,Male,40,1869.366188,<=50K
24,Private,Bachelors,Machine-op-inspct,Female,40,1869.366188,<=50K
50,Private,HS-grad,Handlers-cleaners,Male,40,1869.366188,<=50K
36,Private,Assoc-acdm,Craft-repair,Male,50,1869.366188,<=50K
42,Private,HS-grad,Machine-op-inspct,Male,40,1869.366188,<=50K
39,Federal-gov,Bachelors,Adm-clerical,Male,45,1869.366188,<=50K
38,State-gov,Bachelors,Protective-serv,Male,52,1869.366188,<=50K
18,Private,HS-grad,Other-service,Male,40,1869.366188,<=50K
63,Self-emp-not-inc,5th-6th,Sales,Female,3,1869.366188,<=50K
82,Self-emp-not-inc,HS-grad,Craft-repair,Male,40,1869.366188,<=50K
33,Private,HS-grad,Handlers-cleaners,Male,45,1869.366188,<=50K
37,Private,Some-college,Transport-moving,Male,40,1869.366188,<=50K
24,Private,HS-grad,Transport-moving,Male,40,1869.366188,<=50K
31,Private,Bachelors,Exec-managerial,Female,50,1869.366188,<=50K
59,Private,HS-grad,Machine-op-inspct,Female,40,1869.366188,<=50K
18,Private,12th,Farming-fishing,Male,55,1869.366188,<=50K
47,Self-emp-not-inc,Some-college,Sales,Male,40,1869.366188,<=50K
48,Private,11th,Farming-fishing,Male,50,1869.366188,<=50K
27,Private,Bachelors,Prof-specialty,Female,33,1869.366188,<=50K
34,Private,11th,Other-service,Male,40,1869.366188,<=50K
50,Private,Assoc-voc,Protective-serv,Male,84,1869.366188,<=50K
57,Self-emp-not-inc,Some-college,Farming-fishing,Male,75,1869.366188,<=50K
60,Private,HS-grad,Protective-serv,Male,40,1869.366188,<=50K
18,Private,HS-grad,Sales,Female,25,1869.366188,<=50K
26,Private,Assoc-acdm,Prof-specialty,Female,75,1869.366188,<=50K
29,Local-gov,Masters,Prof-specialty,Male,45,1869.366188,<=50K
30,Private,HS-grad,Transport-moving,Male,52,1869.366188,<=50K
24,Local-gov,Some-college,Protective-serv,Female,40,1869.366188,<=50K
36,Local-gov,Some-college,Craft-repair,Male,40,1869.366188,<=50K
29,Private,Bachelors,Prof-specialty,Female,72,1869.366188,<=50K
46,Private,Some-college,Adm-clerical,Female,60,1869.366188,<=50K
44,Private,HS-grad,Transport-moving,Male,45,1869.366188,<=50K
39,Private,HS-grad,Exec-managerial,Female,38,1869.366188,<=50K
39,Private,Bachelors,Exec-managerial,Male,55,1869.366188,<=50K
45,Private,HS-grad,Machine-op-inspct,Male,44,1869.366188,>50K
44,Private,Some-college,Adm-clerical,Female,35,1869.366188,<=50K
27,Private,HS-grad,Adm-clerical,Female,70,1869.366188,<=50K
34,Self-emp-not-inc,HS-grad,Exec-managerial,Male,40,1869.366188,<=50K
28,Federal-gov,HS-grad,Craft-repair,Male,40,1869.366188,<=50K
25,Private,Prof-school,Prof-specialty,Female,30,1869.366188,<=50K
63,Self-emp-not-inc,7th-8th,Farming-fishing,Female,10,1869.366188,<=50K
19,Private,11th,Transport-moving,Male,20,1869.366188,<=50K
23,Private,Some-college,Transport-moving,Male,60,1869.366188,<=50K
38,Private,Masters,Exec-managerial,Male,40,1869.366188,<=50K
24,Federal-gov,Some-college,Adm-clerical,Female,25,1869.366188,<=50K
27,Private,HS-grad,Adm-clerical,Male,50,1869.366188,<=50K
31,Self-emp-inc,HS-grad,Craft-repair,Male,44,1869.366188,<=50K
31,Private,1st-4th,Other-service,Female,25,1869.366188,<=50K
18,Private,12th,Sales,Female,25,1869.366188,<=50K
72,Private,10th,Sales,Male,15,1869.366188,<=50K
61,Private,10th,Farming-fishing,Male,55,1869.366188,<=50K
37,Federal-gov,HS-grad,Prof-specialty,Female,40,1869.366188,<=50K
30,Self-emp-inc,HS-grad,Exec-managerial,Male,50,1869.366188,>50K
40,Private,Assoc-acdm,Exec-managerial,Female,40,1869.366188,<=50K
65,Private,Bachelors,Sales,Male,15,1869.366188,<=50K
33,Self-emp-not-inc,Some-college,Sales,Male,60,1869.366188,<=50K
64,Local-gov,HS-grad,Other-service,Female,40,1869.366188,<=50K
61,Self-emp-not-inc,Bachelors,Farming-fishing,Male,20,1869.366188,>50K
38,Private,Bachelors,Sales,Female,45,1869.366188,<=50K
66,Private,Bachelors,Adm-clerical,Male,40,1869.366188,<=50K
53,Private,Some-college,Adm-clerical,Male,50,1869.366188,>50K
43,State-gov,Bachelors,Exec-managerial,Male,55,1869.366188,>50K
57,State-gov,Doctorate,Prof-specialty,Male,40,1869.366188,>50K
44,Private,Assoc-acdm,Machine-op-inspct,Female,45,1869.366188,<=50K
52,Self-emp-not-inc,HS-grad,Other-service,Female,40,1869.366188,<=50K
37,Federal-gov,HS-grad,Adm-clerical,Male,40,1869.366188,>50K
41,Self-emp-not-inc,Some-college,Exec-managerial,Male,50,1869.366188,<=50K
30,Private,HS-grad,Sales,Male,55,1869.366188,<=50K
59,Private,Some-college,Machine-op-inspct,Male,56,1869.366188,<=50K
40,Private,HS-grad,Adm-clerical,Female,30,1869.366188,<=50K
39,Self-emp-not-inc,Bachelors,Prof-specialty,Male,50,1869.366188,<=50K
24,Private,10th,Handlers-cleaners,Female,58,1869.366188,<=50K
51,Private,Assoc-acdm,Prof-specialty,Female,40,1869.366188,<=50K
38,Private,Assoc-voc,Exec-managerial,Male,50,1869.366188,>50K
42,Self-emp-not-inc,HS-grad,Craft-repair,Male,40,1869.366188,<=50K
41,Private,Bachelors,Sales,Female,12,1869.366188,>50K
56,Local-gov,HS-grad,Exec-managerial,Male,40,1869.366188,<=50K
17,Private,10th,Sales,Male,5,1869.366188,<=50K
36,Local-gov,Bachelors,Prof-specialty,Male,40,1869.366188,<=50K
37,Private,5th-6th,Other-service,Male,40,1869.366188,<=50K
28,Private,HS-grad,Exec-managerial,Male,50,1869.366188,<=50K
30,Private,10th,Machine-op-inspct,Male,40,1869.366188,<=50K
30,Private,7th-8th,Craft-repair,Male,50,1869.366188,<=50K
54,Self-emp-not-inc,10th,Craft-repair,Male,36,1869.366188,<=50K
26,Private,Bachelors,Exec-managerial,Male,50,1869.366188,<=50K
31,Private,Assoc-voc,Sales,Female,40,1869.366188,<=50K
30,State-gov,HS-grad,Protective-serv,Male,40,1869.366188,<=50K
27,Private,Some-college,Adm-clerical,Female,20,1869.366188,<=50K
23,Private,5th-6th,Handlers-cleaners,Male,40,1869.366188,<=50K
24,Private,Assoc-voc,Craft-repair,Male,45,1869.366188,<=50K
33,Federal-gov,HS-grad,Adm-clerical,Female,35,1869.366188,<=50K
22,State-gov,Some-college,Tech-support,Female,10,1869.366188,<=50K
47,Private,HS-grad,Craft-repair,Male,44,1869.366188,<=50K
41,Private,Assoc-voc,Prof-specialty,Female,45,1869.366188,<=50K
24,Private,HS-grad,Craft-repair,Male,44,1869.366188,<=50K
45,Private,Bachelors,Prof-specialty,Female,50,1869.366188,<=50K
23,Private,Bachelors,Sales,Male,55,1869.366188,<=50K
40,Private,11th,Machine-op-inspct,Female,37,1869.366188,<=50K
45,Private,5th-6th,Priv-house-serv,Female,35,1869.366188,<=50K
50,Private,HS-grad,Sales,Male,40,1869.366188,<=50K
40,Private,Assoc-acdm,Other-service,Male,25,1869.366188,<=50K
50,Private,Some-college,Sales,Male,60,1869.366188,>50K
58,Self-emp-not-inc,Some-college,Craft-repair,Male,40,1869.366188,<=50K
47,Private,Some-college,Machine-op-inspct,Male,46,1869.366188,<=50K
37,Private,Doctorate,Prof-specialty,Male,99,1869.366188,>50K
37,Self-emp-not-inc,HS-grad,Craft-repair,Male,35,1869.366188,<=50K
22,Private,Assoc-acdm,Transport-moving,Male,45,1869.366188,<=50K
29,Self-emp-not-inc,HS-grad,Transport-moving,Male,48,1869.366188,<=50K
49,Self-emp-not-inc,Some-college,Exec-managerial,Male,60,1869.366188,<=50K
63,Self-emp-not-inc,HS-grad,Other-service,Male,12,1869.366188,<=50K
26,Private,HS-grad,Prof-specialty,Male,50,1869.366188,<=50K
58,Self-emp-not-inc,Assoc-voc,Craft-repair,Male,42,1869.366188,<=50K
40,Private,HS-grad,Craft-repair,Male,50,1869.366188,<=50K
56,Private,Some-college,Sales,Male,40,1869.366188,<=50K
55,Self-emp-not-inc,Some-college,Farming-fishing,Male,72,1869.366188,<=50K
28,Private,Bachelors,Sales,Female,45,1869.366188,<=50K
57,Private,HS-grad,Exec-managerial,Female,40,1869.366188,<=50K
42,Private,Some-college,Adm-clerical,Male,40,1869.366188,<=50K
57,Self-emp-not-inc,10th,Craft-repair,Male,40,1869.366188,<=50K
53,Local-gov,Some-college,Other-service,Male,35,1869.366188,<=50K
38,Private,HS-grad,Exec-managerial,Male,44,1869.366188,>50K
33,Private,HS-grad,Sales,Female,50,1869.366188,<=50K
50,Private,HS-grad,Craft-repair,Male,50,1869.366188,<=50K
50,Private,HS-grad,Machine-op-inspct,Male,40,1869.366188,<=50K
72,Federal-gov,11th,Adm-clerical,Female,8,1869.366188,<=50K
47,Private,HS-grad,Other-service,Male,25,1869.366188,<=50K
48,Private,Some-college,Prof-specialty,Male,40,1869.366188,>50K
64,Self-emp-not-inc,Bachelors,Prof-specialty,Male,24,1869.366188,>50K
19,Private,11th,Priv-house-serv,Female,35,1869.366188,<=50K
48,Private,Assoc-voc,Adm-clerical,Female,40,1869.366188,<=50K
24,Private,Masters,Priv-house-serv,Female,45,1869.366188,<=50K
43,Private,HS-grad,Adm-clerical,Female,50,1869.366188,>50K
34,Private,Assoc-acdm,Craft-repair,Female,40,1869.366188,<=50K
55,Self-emp-inc,Masters,Exec-managerial,Male,60,1869.366188,<=50K
39,Private,Some-college,Adm-clerical,Female,60,1869.366188,<=50K
50,Self-emp-not-inc,Bachelors,Exec-managerial,Male,35,1869.366188,<=50K
25,Private,Bachelors,Sales,Female,20,1869.366188,<=50K
52,Private,11th,Other-service,Female,20,1869.366188,<=50K
37,Self-emp-not-inc,HS-grad,Craft-repair,Male,50,1869.366188,<=50K
73,Self-emp-inc,HS-grad,Sales,Male,20,1869.366188,<=50K
50,Private,7th-8th,Craft-repair,Male,60,1869.366188,<=50K
34,Private,Some-college,Exec-managerial,Male,45,1869.366188,<=50K
24,Private,Assoc-acdm,Sales,Male,40,1869.366188,<=50K
66,Private,Some-college,Sales,Male,24,1869.366188,>50K
69,Local-gov,10th,Transport-moving,Male,25,1869.366188,<=50K
55,Private,Bachelors,Machine-op-inspct,Female,40,1869.366188,<=50K
35,Private,Some-college,Adm-clerical,Female,30,1869.366188,<=50K
70,Self-emp-inc,Some-college,Exec-managerial,Male,20,1869.366188,>50K
38,State-gov,Doctorate,Prof-specialty,Male,45,1869.366188,>50K
33,Private,7th-8th,Handlers-cleaners,Male,40,1869.366188,<=50K
43,Private,HS-grad,Other-service,Female,26,1869.366188,<=50K
60,Self-emp-inc,Some-college,Exec-managerial,Male,40,1869.366188,<=50K
32,Self-emp-not-inc,HS-grad,Exec-managerial,Male,55,1869.366188,<=50K
34,Private,HS-grad,Transport-moving,Male,45,1869.366188,<=50K
46,Self-emp-not-inc,Masters,Exec-managerial,Male,25,1869.366188,<=50K
30,State-gov,Some-college,Other-service,Male,84,1869.366188,<=50K
29,Private,Some-college,Other-service,Male,40,1869.366188,<=50K
31,Private,7th-8th,Handlers-cleaners,Male,25,1869.366188,<=50K
36,Federal-gov,HS-grad,Adm-clerical,Female,36,1869.366188,<=50K
23,Private,Some-college,Handlers-cleaners,Male,22,1869.366188,<=50K
35,Private,HS-grad,Machine-op-inspct,Male,30,1869.366188,<=50K
28,Local-gov,Masters,Prof-specialty,Female,40,1869.366188,<=50K
33,State-gov,Bachelors,Exec-managerial,Male,40,1869.366188,>50K
27,Private,Some-college,Transport-moving,Male,45,1869.366188,<=50K
